gene	ensembl_gene_id	gencode_id	whole_blood_median_tpm
YTHDC2	ENSG00000047188	ENSG00000047188.15	2.69013
CTPS2	ENSG00000047230	ENSG00000047230.14	0.882603
ATP6V1H	ENSG00000047249	ENSG00000047249.17	10.6501
POLR2B	ENSG00000047315	ENSG00000047315.15	16.4989
FAM214A	ENSG00000047346	ENSG00000047346.12	2.75335
ARAP2	ENSG00000047365	ENSG00000047365.11	2.51816
TPR	ENSG00000047410	ENSG00000047410.13	12.7541
CP	ENSG00000047457	ENSG00000047457.13	0.0634734
KIAA0556	ENSG00000047578	ENSG00000047578.12	5.69904
DTNBP1	ENSG00000047579	ENSG00000047579.19	10.5606
C12orf4	ENSG00000047621	ENSG00000047621.11	1.45485
WWC3	ENSG00000047644	ENSG00000047644.18	18.0945
ARHGAP6	ENSG00000047648	ENSG00000047648.21	0.292602
FAM184B	ENSG00000047662	ENSG00000047662.4	0.0584438
MAP4	ENSG00000047849	ENSG00000047849.21	4.66321
GOPC	ENSG00000047932	ENSG00000047932.13	2.47954
USP28	ENSG00000048028	ENSG00000048028.11	2.98295
HDAC9	ENSG00000048052	ENSG00000048052.21	0.332996
TSPAN17	ENSG00000048140	ENSG00000048140.17	11.8855
NOP16	ENSG00000048162	ENSG00000048162.20	2.89953
CC2D2A	ENSG00000048342	ENSG00000048342.15	0.172943
RRM2B	ENSG00000048392	ENSG00000048392.11	4.72662
ZNF800	ENSG00000048405	ENSG00000048405.9	4.18826
SNX29	ENSG00000048471	ENSG00000048471.13	2.32961
MRPS10	ENSG00000048544	ENSG00000048544.5	9.73125
RSF1	ENSG00000048649	ENSG00000048649.13	2.35733
VPS13D	ENSG00000048707	ENSG00000048707.13	2.74527
CELF2	ENSG00000048740	ENSG00000048740.18	40.6509
FAM120A	ENSG00000048828	ENSG00000048828.16	21.9712
R3HDM1	ENSG00000048991	ENSG00000048991.16	3.21525
COL9A2	ENSG00000049089	ENSG00000049089.13	9.38009
ERCC8	ENSG00000049167	ENSG00000049167.13	0.812864
ADAMTS6	ENSG00000049192	ENSG00000049192.14	0.0415459
H6PD	ENSG00000049239	ENSG00000049239.12	11.6547
VAMP3	ENSG00000049245	ENSG00000049245.12	60.53
PER3	ENSG00000049246	ENSG00000049246.14	0.340559
UTS2	ENSG00000049247	ENSG00000049247.13	0.294265
TNFRSF9	ENSG00000049249	ENSG00000049249.8	1.44103
LTBP1	ENSG00000049323	ENSG00000049323.15	0.591621
RCN1	ENSG00000049449	ENSG00000049449.8	1.00433
ELN	ENSG00000049540	ENSG00000049540.16	0.32675
RFC2	ENSG00000049541	ENSG00000049541.10	16.053
ARID1B	ENSG00000049618	ENSG00000049618.22	1.62446
NEDD4L	ENSG00000049759	ENSG00000049759.17	1.07456
HEXB	ENSG00000049860	ENSG00000049860.13	38.9607
PTCD2	ENSG00000049883	ENSG00000049883.14	0.322972
JKAMP	ENSG00000050130	ENSG00000050130.17	9.29699
DKK3	ENSG00000050165	ENSG00000050165.17	0.558416
ARHGEF5	ENSG00000050327	ENSG00000050327.14	0.430141
NFE2L3	ENSG00000050344	ENSG00000050344.8	2.59303
MCUR1	ENSG00000050393	ENSG00000050393.11	1.40977
LIMA1	ENSG00000050405	ENSG00000050405.13	0.869348
LETMD1	ENSG00000050426	ENSG00000050426.15	9.08759
SLC4A8	ENSG00000050438	ENSG00000050438.16	0.238965
LAMC3	ENSG00000050555	ENSG00000050555.17	0.097046
TNIP3	ENSG00000050730	ENSG00000050730.15	0.0898125
MAPK9	ENSG00000050748	ENSG00000050748.17	2.72263
COL23A1	ENSG00000050767	ENSG00000050767.15	0.383651
BCAR1	ENSG00000050820	ENSG00000050820.16	0.0955659
FAM160A2	ENSG00000051009	ENSG00000051009.10	46.2205
HERPUD1	ENSG00000051108	ENSG00000051108.14	41.9673
HOMER3	ENSG00000051128	ENSG00000051128.18	15.3509
RAD51	ENSG00000051180	ENSG00000051180.16	0.699906
POLQ	ENSG00000051341	ENSG00000051341.13	0.0978764
PIK3CB	ENSG00000051382	ENSG00000051382.8	8.69982
CYBA	ENSG00000051523	ENSG00000051523.10	448.898
THOC3	ENSG00000051596	ENSG00000051596.9	1.26524
HEBP2	ENSG00000051620	ENSG00000051620.10	10.4365
MPHOSPH9	ENSG00000051825	ENSG00000051825.14	1.15964
PLEKHA5	ENSG00000052126	ENSG00000052126.14	0.104075
RRP12	ENSG00000052749	ENSG00000052749.13	18.0361
FNIP2	ENSG00000052795	ENSG00000052795.12	1.15511
TTC17	ENSG00000052841	ENSG00000052841.14	8.96496
FSTL4	ENSG00000053108	ENSG00000053108.16	0.153083
FOXN3	ENSG00000053254	ENSG00000053254.15	7.48046
AKR7A2	ENSG00000053371	ENSG00000053371.12	15.4911
MRTO4	ENSG00000053372	ENSG00000053372.4	4.29
USE1	ENSG00000053501	ENSG00000053501.12	7.69534
MCF2L2	ENSG00000053524	ENSG00000053524.12	0.0968122
NRIP2	ENSG00000053702	ENSG00000053702.14	0.805394
AP5M1	ENSG00000053770	ENSG00000053770.11	1.73402
ANAPC4	ENSG00000053900	ENSG00000053900.10	6.07266
KCNQ1	ENSG00000053918	ENSG00000053918.15	12.709
THRAP3	ENSG00000054118	ENSG00000054118.13	38.3077
PHPT1	ENSG00000054148	ENSG00000054148.17	14.9724
ENTPD2	ENSG00000054179	ENSG00000054179.11	0.20706
LY75	ENSG00000054219	ENSG00000054219.10	3.39255
ARID4B	ENSG00000054267	ENSG00000054267.21	6.30968
OPN3	ENSG00000054277	ENSG00000054277.13	1.561
SDCCAG8	ENSG00000054282	ENSG00000054282.15	2.59591
PTPRN	ENSG00000054356	ENSG00000054356.13	0.348027
HHAT	ENSG00000054392	ENSG00000054392.12	0.146839
KIF1B	ENSG00000054523	ENSG00000054523.17	6.37837
FOXC1	ENSG00000054598	ENSG00000054598.6	0.286657
TBC1D22A	ENSG00000054611	ENSG00000054611.13	12.9374
SYNE2	ENSG00000054654	ENSG00000054654.16	3.0661
PLEKHH1	ENSG00000054690	ENSG00000054690.13	0.069606
ATP9A	ENSG00000054793	ENSG00000054793.13	2.60487
FAM168A	ENSG00000054965	ENSG00000054965.10	8.42753
RELT	ENSG00000054967	ENSG00000054967.12	51.7238
GALC	ENSG00000054983	ENSG00000054983.16	8.28805
KCNH2	ENSG00000055118	ENSG00000055118.14	1.95349
CUL1	ENSG00000055130	ENSG00000055130.15	10.9907
FAM114A2	ENSG00000055147	ENSG00000055147.18	2.22224
CYFIP2	ENSG00000055163	ENSG00000055163.19	46.8643
TAB2	ENSG00000055208	ENSG00000055208.18	17.4999
GINM1	ENSG00000055211	ENSG00000055211.12	11.7191
USP36	ENSG00000055483	ENSG00000055483.19	5.05296
KMT2C	ENSG00000055609	ENSG00000055609.17	3.54948
PUM2	ENSG00000055917	ENSG00000055917.15	14.3882
MRPL43	ENSG00000055950	ENSG00000055950.16	10.76
ITIH4	ENSG00000055955	ENSG00000055955.15	10.8267
HPF1	ENSG00000056050	ENSG00000056050.6	4.89981
ZFR	ENSG00000056097	ENSG00000056097.15	10.5599
ZNF280C	ENSG00000056277	ENSG00000056277.15	0.312606
TRAF1	ENSG00000056558	ENSG00000056558.10	11.5644
RC3H2	ENSG00000056586	ENSG00000056586.15	3.52161
IL17RB	ENSG00000056736	ENSG00000056736.9	0.694281
TRAF3IP2	ENSG00000056972	ENSG00000056972.18	2.04676
DCBLD2	ENSG00000057019	ENSG00000057019.15	0.158916
SOAT1	ENSG00000057252	ENSG00000057252.12	8.89993
PKP2	ENSG00000057294	ENSG00000057294.14	0.358933
GDI2	ENSG00000057608	ENSG00000057608.16	57.1218
PRDM1	ENSG00000057657	ENSG00000057657.15	8.85866
ATG5	ENSG00000057663	ENSG00000057663.14	2.48157
TMCC3	ENSG00000057704	ENSG00000057704.12	17.0337
PITHD1	ENSG00000057757	ENSG00000057757.9	22.9897
MTA3	ENSG00000057935	ENSG00000057935.13	0.820671
USP13	ENSG00000058056	ENSG00000058056.8	0.270328
ATP11B	ENSG00000058063	ENSG00000058063.15	22.1538
CDK14	ENSG00000058091	ENSG00000058091.16	2.33765
SEC61A1	ENSG00000058262	ENSG00000058262.9	49.2593
PPP1R12A	ENSG00000058272	ENSG00000058272.16	16.818
CAMK2B	ENSG00000058404	ENSG00000058404.19	0.0491604
CROCC	ENSG00000058453	ENSG00000058453.16	3.13756
POLR3E	ENSG00000058600	ENSG00000058600.15	4.585
ATP2B4	ENSG00000058668	ENSG00000058668.14	18.2
ZC3H11A	ENSG00000058673	ENSG00000058673.16	0.43512
RIOK2	ENSG00000058729	ENSG00000058729.10	1.52303
YIPF1	ENSG00000058799	ENSG00000058799.14	51.2958
NDC1	ENSG00000058804	ENSG00000058804.11	1.21912
DGKG	ENSG00000058866	ENSG00000058866.14	1.14734
FLYWCH1	ENSG00000059122	ENSG00000059122.16	7.14469
UNKL	ENSG00000059145	ENSG00000059145.18	4.46265
TBXAS1	ENSG00000059377	ENSG00000059377.16	68.2976
PARP12	ENSG00000059378	ENSG00000059378.12	9.79025
ALDH18A1	ENSG00000059573	ENSG00000059573.8	2.93814
TARBP1	ENSG00000059588	ENSG00000059588.9	1.79908
GATB	ENSG00000059691	ENSG00000059691.11	2.31633
MXD1	ENSG00000059728	ENSG00000059728.10	348.821
CDK17	ENSG00000059758	ENSG00000059758.7	3.79848
DNAJC25	ENSG00000059769	ENSG00000059769.19	1.45184
PSD	ENSG00000059915	ENSG00000059915.16	0.488399
CTDP1	ENSG00000060069	ENSG00000060069.16	17.1373
YBX3	ENSG00000060138	ENSG00000060138.12	146.49
STYK1	ENSG00000060140	ENSG00000060140.8	0.273129
WNK1	ENSG00000060237	ENSG00000060237.16	14.4825
OGFR	ENSG00000060491	ENSG00000060491.16	56.3431
GNA15	ENSG00000060558	ENSG00000060558.3	35.529
PIGV	ENSG00000060642	ENSG00000060642.10	4.59535
PTPRU	ENSG00000060656	ENSG00000060656.19	0.0863513
SNRNP40	ENSG00000060688	ENSG00000060688.12	6.66361
QSER1	ENSG00000060749	ENSG00000060749.14	0.559365
MPC1	ENSG00000060762	ENSG00000060762.18	12.8324
ACAA1	ENSG00000060971	ENSG00000060971.17	77.8535
BCAT1	ENSG00000060982	ENSG00000060982.14	1.86487
HDAC7	ENSG00000061273	ENSG00000061273.17	41.282
LZTS1	ENSG00000061337	ENSG00000061337.15	0.0755049
NCKAP1	ENSG00000061676	ENSG00000061676.14	0.161989
MRPS35	ENSG00000061794	ENSG00000061794.12	6.86505
GUCY1B3	ENSG00000061918	ENSG00000061918.12	0.683765
SFSWAP	ENSG00000061936	ENSG00000061936.9	10.9053
TNK2	ENSG00000061938	ENSG00000061938.16	37.3289
MON2	ENSG00000061987	ENSG00000061987.14	2.39245
GPBP1	ENSG00000062194	ENSG00000062194.15	17.6453
ELMO2	ENSG00000062598	ENSG00000062598.17	22.0895
WAPL	ENSG00000062650	ENSG00000062650.17	8.72894
VMP1	ENSG00000062716	ENSG00000062716.12	147.332
APPBP2	ENSG00000062725	ENSG00000062725.9	2.05359
POLD1	ENSG00000062822	ENSG00000062822.12	6.79731
SEZ6	ENSG00000063015	ENSG00000063015.19	0.161273
EIF4B	ENSG00000063046	ENSG00000063046.17	70.8855
SLC6A16	ENSG00000063127	ENSG00000063127.15	1.26388
GLTSCR1	ENSG00000063169	ENSG00000063169.10	4.35506
SPHK2	ENSG00000063176	ENSG00000063176.15	3.85618
RPL18	ENSG00000063177	ENSG00000063177.12	360.268
CA11	ENSG00000063180	ENSG00000063180.8	2.77995
ISOC2	ENSG00000063241	ENSG00000063241.7	4.75618
U2AF2	ENSG00000063244	ENSG00000063244.12	49.077
EPN1	ENSG00000063245	ENSG00000063245.14	11.8212
MED29	ENSG00000063322	ENSG00000063322.13	14.9567
AHRR	ENSG00000063438	ENSG00000063438.16	0.153866
ZNF275	ENSG00000063587	ENSG00000063587.13	1.12359
MTMR1	ENSG00000063601	ENSG00000063601.16	7.37582
ADCK1	ENSG00000063761	ENSG00000063761.15	2.54691
HAGH	ENSG00000063854	ENSG00000063854.12	24.7036
RNF4	ENSG00000063978	ENSG00000063978.15	15.0433
CASP8	ENSG00000064012	ENSG00000064012.21	25.0482
LIMCH1	ENSG00000064042	ENSG00000064042.17	0.0610601
TM7SF3	ENSG00000064115	ENSG00000064115.10	8.7007
SPA17	ENSG00000064199	ENSG00000064199.6	0.102869
TSPAN32	ENSG00000064201	ENSG00000064201.15	14.5912
ST3GAL6	ENSG00000064225	ENSG00000064225.12	1.59984
ATP2C2	ENSG00000064270	ENSG00000064270.12	1.70457
TAF2	ENSG00000064313	ENSG00000064313.11	2.39519
HIPK2	ENSG00000064393	ENSG00000064393.15	4.0721
TNPO3	ENSG00000064419	ENSG00000064419.13	20.6114
RFXANK	ENSG00000064490	ENSG00000064490.13	40.9322
LPAR2	ENSG00000064547	ENSG00000064547.13	120.803
CTSA	ENSG00000064601	ENSG00000064601.16	164.092
SUGP2	ENSG00000064607	ENSG00000064607.16	15.6341
SLC12A2	ENSG00000064651	ENSG00000064651.13	0.483363
SNX24	ENSG00000064652	ENSG00000064652.10	0.606736
EYA2	ENSG00000064655	ENSG00000064655.18	0.0450562
CNN2	ENSG00000064666	ENSG00000064666.14	322.805
ABCA7	ENSG00000064687	ENSG00000064687.12	75.0298
DDX20	ENSG00000064703	ENSG00000064703.11	2.30397
BTBD1	ENSG00000064726	ENSG00000064726.9	7.88031
FAR2	ENSG00000064763	ENSG00000064763.10	9.04539
BCAS1	ENSG00000064787	ENSG00000064787.13	0.182653
CHI3L2	ENSG00000064886	ENSG00000064886.13	3.15361
SBNO2	ENSG00000064932	ENSG00000064932.15	139.725
PMS1	ENSG00000064933	ENSG00000064933.17	0.77991
HMG20B	ENSG00000064961	ENSG00000064961.18	28.0294
CALCRL	ENSG00000064989	ENSG00000064989.12	0.271784
TAF11	ENSG00000064995	ENSG00000064995.16	12.5038
ANKS1A	ENSG00000064999	ENSG00000064999.13	7.09895
AP3D1	ENSG00000065000	ENSG00000065000.15	22.9041
ZNF76	ENSG00000065029	ENSG00000065029.14	6.96669
NTHL1	ENSG00000065057	ENSG00000065057.7	2.82107
UHRF1BP1	ENSG00000065060	ENSG00000065060.16	0.997374
GNAI3	ENSG00000065135	ENSG00000065135.10	7.56701
OAT	ENSG00000065154	ENSG00000065154.11	19.0147
WDR3	ENSG00000065183	ENSG00000065183.15	0.88842
PKN2	ENSG00000065243	ENSG00000065243.19	5.64333
WDR18	ENSG00000065268	ENSG00000065268.10	10.1185
TRAM2	ENSG00000065308	ENSG00000065308.4	2.20283
NTN1	ENSG00000065320	ENSG00000065320.8	0.0692711
MCM10	ENSG00000065328	ENSG00000065328.16	0.229146
DGKA	ENSG00000065357	ENSG00000065357.19	39.5315
ANKRD44	ENSG00000065413	ENSG00000065413.18	8.86393
KARS	ENSG00000065427	ENSG00000065427.14	36.3901
ADAT1	ENSG00000065457	ENSG00000065457.10	2.98835
PDIA5	ENSG00000065485	ENSG00000065485.19	1.90025
TBC1D22B	ENSG00000065491	ENSG00000065491.8	6.95733
NDUFB4	ENSG00000065518	ENSG00000065518.7	28.1238
SPEN	ENSG00000065526	ENSG00000065526.10	7.53548
MYLK	ENSG00000065534	ENSG00000065534.18	0.534568
ZC3H15	ENSG00000065548	ENSG00000065548.17	9.37163
MAP2K4	ENSG00000065559	ENSG00000065559.14	10.344
TMEM206	ENSG00000065600	ENSG00000065600.12	2.40414
SLK	ENSG00000065613	ENSG00000065613.13	6.09198
CYB5R4	ENSG00000065615	ENSG00000065615.13	12.4561
COL17A1	ENSG00000065618	ENSG00000065618.18	1.07379
GSTO2	ENSG00000065621	ENSG00000065621.14	0.26472
SEC61A2	ENSG00000065665	ENSG00000065665.20	4.56808
PRKCQ	ENSG00000065675	ENSG00000065675.14	6.18869
TLE2	ENSG00000065717	ENSG00000065717.14	1.32165
ASB1	ENSG00000065802	ENSG00000065802.11	5.00152
FAM107B	ENSG00000065809	ENSG00000065809.13	26.9834
ME1	ENSG00000065833	ENSG00000065833.8	0.844972
TBC1D1	ENSG00000065882	ENSG00000065882.15	20.405
CDK13	ENSG00000065883	ENSG00000065883.14	5.50922
MTHFD2	ENSG00000065911	ENSG00000065911.11	8.21714
SLC9A7	ENSG00000065923	ENSG00000065923.9	0.701184
FOXJ2	ENSG00000065970	ENSG00000065970.8	9.7488
PDE4A	ENSG00000065989	ENSG00000065989.15	5.28874
PPP2R5A	ENSG00000066027	ENSG00000066027.11	36.2009
ELAVL1	ENSG00000066044	ENSG00000066044.14	6.77509
DIP2B	ENSG00000066084	ENSG00000066084.12	10.21
SMARCD1	ENSG00000066117	ENSG00000066117.14	16.4131
KDM4A	ENSG00000066135	ENSG00000066135.12	6.1032
NFYC	ENSG00000066136	ENSG00000066136.20	30.0417
ZMYND12	ENSG00000066185	ENSG00000066185.12	0.165017
SLC9A3	ENSG00000066230	ENSG00000066230.10	0.109783
ASPM	ENSG00000066279	ENSG00000066279.17	0.121112
CD84	ENSG00000066294	ENSG00000066294.14	3.94135
ZNRD1	ENSG00000066379	ENSG00000066379.14	31.0699
ATXN3	ENSG00000066427	ENSG00000066427.21	0.881224
GOLGA5	ENSG00000066455	ENSG00000066455.12	8.62008
LRRC40	ENSG00000066557	ENSG00000066557.5	1.57006
ISOC1	ENSG00000066583	ENSG00000066583.11	3.07187
TRMT11	ENSG00000066651	ENSG00000066651.18	0.726919
THUMPD1	ENSG00000066654	ENSG00000066654.13	2.76098
MSANTD3	ENSG00000066697	ENSG00000066697.14	1.22456
KIF26A	ENSG00000066735	ENSG00000066735.14	0.163758
ATG2B	ENSG00000066739	ENSG00000066739.11	2.16827
ARFGEF1	ENSG00000066777	ENSG00000066777.8	8.3768
ZFAT	ENSG00000066827	ENSG00000066827.15	2.44622
MTFR1	ENSG00000066855	ENSG00000066855.15	0.839676
STAG3	ENSG00000066923	ENSG00000066923.17	1.49423
MYO9A	ENSG00000066933	ENSG00000066933.15	0.401339
PFKP	ENSG00000067057	ENSG00000067057.16	8.50597
IDI1	ENSG00000067064	ENSG00000067064.10	28.4916
SP100	ENSG00000067066	ENSG00000067066.16	31.0423
KLF6	ENSG00000067082	ENSG00000067082.14	83.0078
PLPP1	ENSG00000067113	ENSG00000067113.16	1.23317
NEO1	ENSG00000067141	ENSG00000067141.16	0.96927
TRAM1	ENSG00000067167	ENSG00000067167.7	23.013
PHKA1	ENSG00000067177	ENSG00000067177.14	0.0534537
TNFRSF1A	ENSG00000067182	ENSG00000067182.7	140.038
CACNB1	ENSG00000067191	ENSG00000067191.15	2.31744
EVI5	ENSG00000067208	ENSG00000067208.14	0.992932
STOML1	ENSG00000067221	ENSG00000067221.13	1.00745
PKM	ENSG00000067225	ENSG00000067225.17	345.123
DHX29	ENSG00000067248	ENSG00000067248.9	3.78898
DNTTIP2	ENSG00000067334	ENSG00000067334.13	6.08245
METTL22	ENSG00000067365	ENSG00000067365.14	3.20817
TRO	ENSG00000067445	ENSG00000067445.20	0.168057
RRP15	ENSG00000067533	ENSG00000067533.5	0.499183
DHX8	ENSG00000067596	ENSG00000067596.10	12.9562
PMS2P4	ENSG00000067601	ENSG00000067601.7	0.717867
PRKCZ	ENSG00000067606	ENSG00000067606.16	2.62529
IARS2	ENSG00000067704	ENSG00000067704.9	8.8493
SYT1	ENSG00000067715	ENSG00000067715.13	0.055226
IDH3G	ENSG00000067829	ENSG00000067829.18	35.1351
ROGDI	ENSG00000067836	ENSG00000067836.12	33.3233
PDZD4	ENSG00000067840	ENSG00000067840.12	8.41059
ROCK1	ENSG00000067900	ENSG00000067900.7	8.89744
CBFB	ENSG00000067955	ENSG00000067955.13	11.781
PDK3	ENSG00000067992	ENSG00000067992.12	16.0861
HDAC4	ENSG00000068024	ENSG00000068024.16	10.1764
RASSF1	ENSG00000068028	ENSG00000068028.17	44.8386
IFI35	ENSG00000068079	ENSG00000068079.7	32.2011
HEATR6	ENSG00000068097	ENSG00000068097.14	1.63258
COASY	ENSG00000068120	ENSG00000068120.14	27.7202
MEF2A	ENSG00000068305	ENSG00000068305.17	11.3095
TFE3	ENSG00000068323	ENSG00000068323.16	102.69
TBC1D25	ENSG00000068354	ENSG00000068354.15	15.6811
ACSL4	ENSG00000068366	ENSG00000068366.19	20.117
INPP5A	ENSG00000068383	ENSG00000068383.18	11.4818
GPKOW	ENSG00000068394	ENSG00000068394.10	17.8443
FTSJ1	ENSG00000068438	ENSG00000068438.14	8.17077
PRR11	ENSG00000068489	ENSG00000068489.12	1.27887
REEP1	ENSG00000068615	ENSG00000068615.17	0.0489897
ATP11A	ENSG00000068650	ENSG00000068650.18	9.62562
POLR1A	ENSG00000068654	ENSG00000068654.15	0.97339
TTC7A	ENSG00000068724	ENSG00000068724.15	12.8565
IP6K2	ENSG00000068745	ENSG00000068745.14	11.2584
SRBD1	ENSG00000068784	ENSG00000068784.12	4.11452
KIF2A	ENSG00000068796	ENSG00000068796.16	5.02391
RASGRP2	ENSG00000068831	ENSG00000068831.18	116.856
PSME4	ENSG00000068878	ENSG00000068878.14	10.3691
IFT80	ENSG00000068885	ENSG00000068885.14	0.785935
SIRT2	ENSG00000068903	ENSG00000068903.19	39.4985
ERLEC1	ENSG00000068912	ENSG00000068912.13	7.41212
PITX1	ENSG00000069011	ENSG00000069011.15	0.121497
MAST4	ENSG00000069020	ENSG00000069020.18	0.50977
ADGRF5	ENSG00000069122	ENSG00000069122.18	0.0640353
SDK2	ENSG00000069188	ENSG00000069188.16	0.176681
NUP133	ENSG00000069248	ENSG00000069248.11	3.9161
NUCKS1	ENSG00000069275	ENSG00000069275.12	8.55278
DNAJA2	ENSG00000069345	ENSG00000069345.11	17.1351
BCL3	ENSG00000069399	ENSG00000069399.14	114.842
KCNAB2	ENSG00000069424	ENSG00000069424.14	52.7029
GAL	ENSG00000069482	ENSG00000069482.6	0.0562411
CLEC2D	ENSG00000069493	ENSG00000069493.14	9.0561
MAOB	ENSG00000069535	ENSG00000069535.13	0.375902
RORA	ENSG00000069667	ENSG00000069667.15	1.8119
DRD4	ENSG00000069696	ENSG00000069696.6	0.269044
TGFBR3	ENSG00000069702	ENSG00000069702.10	1.06181
KIAA1107	ENSG00000069712	ENSG00000069712.12	0.359887
ATP1B3	ENSG00000069849	ENSG00000069849.10	31.1418
NEDD4	ENSG00000069869	ENSG00000069869.15	0.761274
PIGB	ENSG00000069943	ENSG00000069943.9	6.10253
MAPK6	ENSG00000069956	ENSG00000069956.11	2.53708
GNB5	ENSG00000069966	ENSG00000069966.18	1.12258
RAB27A	ENSG00000069974	ENSG00000069974.15	45.3159
HDHD5	ENSG00000069998	ENSG00000069998.12	9.23093
UFD1L	ENSG00000070010	ENSG00000070010.18	24.2671
LRP6	ENSG00000070018	ENSG00000070018.8	0.202225
GUCY2C	ENSG00000070019	ENSG00000070019.4	0.144919
PHRF1	ENSG00000070047	ENSG00000070047.11	10.4275
IKBKAP	ENSG00000070061	ENSG00000070061.14	4.06209
NUCB2	ENSG00000070081	ENSG00000070081.15	2.93197
PFN2	ENSG00000070087	ENSG00000070087.13	0.519862
SPTB	ENSG00000070182	ENSG00000070182.19	4.5247
DAPP1	ENSG00000070190	ENSG00000070190.12	12.8349
SLC44A1	ENSG00000070214	ENSG00000070214.15	2.60866
TMEM260	ENSG00000070269	ENSG00000070269.13	5.79129
SMG6	ENSG00000070366	ENSG00000070366.13	2.12001
EXOC5	ENSG00000070367	ENSG00000070367.15	1.93333
CLTCL1	ENSG00000070371	ENSG00000070371.15	3.03093
FSTL3	ENSG00000070404	ENSG00000070404.9	3.19837
DGCR2	ENSG00000070413	ENSG00000070413.19	33.0341
RNF126	ENSG00000070423	ENSG00000070423.17	30.3132
MNT	ENSG00000070444	ENSG00000070444.14	11.0811
ZXDC	ENSG00000070476	ENSG00000070476.14	10.3647
JMJD6	ENSG00000070495	ENSG00000070495.14	24.4945
POLB	ENSG00000070501	ENSG00000070501.11	7.68037
ST6GALNAC1	ENSG00000070526	ENSG00000070526.14	0.308283
WIPI1	ENSG00000070540	ENSG00000070540.12	32.1976
GBA2	ENSG00000070610	ENSG00000070610.14	26.2532
NDST1	ENSG00000070614	ENSG00000070614.14	8.8636
ASNS	ENSG00000070669	ENSG00000070669.16	8.16707
AP3M2	ENSG00000070718	ENSG00000070718.11	2.09696
CNGB1	ENSG00000070729	ENSG00000070729.13	0.0309171
ST6GALNAC2	ENSG00000070731	ENSG00000070731.10	9.51391
PABPC1	ENSG00000070756	ENSG00000070756.15	290.093
TESK2	ENSG00000070759	ENSG00000070759.16	7.67604
CFAP20	ENSG00000070761	ENSG00000070761.7	7.97677
CSNK2A2	ENSG00000070770	ENSG00000070770.8	7.94217
EIF2B3	ENSG00000070785	ENSG00000070785.16	2.97421
CAMK2A	ENSG00000070808	ENSG00000070808.15	0.0633084
CDC42	ENSG00000070831	ENSG00000070831.15	154.418
OSBPL3	ENSG00000070882	ENSG00000070882.12	2.12459
RAD18	ENSG00000070950	ENSG00000070950.9	0.991639
NCK2	ENSG00000071051	ENSG00000071051.13	25.3285
MAP4K4	ENSG00000071054	ENSG00000071054.16	44.2141
MGAT4A	ENSG00000071073	ENSG00000071073.12	5.1602
RPL31	ENSG00000071082	ENSG00000071082.10	20.3614
WDR1	ENSG00000071127	ENSG00000071127.16	94.9241
SNX13	ENSG00000071189	ENSG00000071189.21	2.65921
ARHGAP10	ENSG00000071205	ENSG00000071205.11	1.25811
RPS6KA2	ENSG00000071242	ENSG00000071242.11	1.34054
ING3	ENSG00000071243	ENSG00000071243.15	2.40708
VASH1	ENSG00000071246	ENSG00000071246.10	1.82552
LMCD1	ENSG00000071282	ENSG00000071282.11	0.0907297
WBSCR22	ENSG00000071462	ENSG00000071462.11	7.01835
SEL1L	ENSG00000071537	ENSG00000071537.13	8.55552
TCF3	ENSG00000071564	ENSG00000071564.14	11.5309
DAZAP1	ENSG00000071626	ENSG00000071626.16	26.9682
MBD3	ENSG00000071655	ENSG00000071655.17	8.81515
HLTF	ENSG00000071794	ENSG00000071794.15	1.35333
FAM50A	ENSG00000071859	ENSG00000071859.14	39.9796
FAM3A	ENSG00000071889	ENSG00000071889.16	18.4389
CPSF1	ENSG00000071894	ENSG00000071894.16	25.1026
CYBRD1	ENSG00000071967	ENSG00000071967.11	7.02707
PDCD2	ENSG00000071994	ENSG00000071994.10	4.73933
RDH11	ENSG00000072042	ENSG00000072042.12	10.6196
PRKACA	ENSG00000072062	ENSG00000072062.13	70.1449
ADGRL1	ENSG00000072071	ENSG00000072071.16	2.25571
ACTN1	ENSG00000072110	ENSG00000072110.13	113.288
ZFYVE26	ENSG00000072121	ENSG00000072121.15	3.35017
EPN2	ENSG00000072134	ENSG00000072134.15	0.724457
PTPN18	ENSG00000072135	ENSG00000072135.12	66.9566
LIMS2	ENSG00000072163	ENSG00000072163.19	1.35136
SPEG	ENSG00000072195	ENSG00000072195.14	0.246379
LNX1	ENSG00000072201	ENSG00000072201.13	0.0675402
ALDH3A2	ENSG00000072210	ENSG00000072210.18	4.42736
TFRC	ENSG00000072274	ENSG00000072274.12	11.158
SREBF1	ENSG00000072310	ENSG00000072310.16	13.9614
AFF4	ENSG00000072364	ENSG00000072364.12	4.73675
UBE2D1	ENSG00000072401	ENSG00000072401.14	34.3292
MPP5	ENSG00000072415	ENSG00000072415.8	0.887646
RHOBTB1	ENSG00000072422	ENSG00000072422.16	0.401051
HSD17B10	ENSG00000072506	ENSG00000072506.12	34.6108
MARK2	ENSG00000072518	ENSG00000072518.20	35.2537
CHFR	ENSG00000072609	ENSG00000072609.17	7.21968
P4HA2	ENSG00000072682	ENSG00000072682.18	0.256037
FCGR2B	ENSG00000072694	ENSG00000072694.20	9.98144
NFATC3	ENSG00000072736	ENSG00000072736.18	4.81753
